random,source,passage
0.271851044,GATSBY_REAL,"As we crossed Blackwells Island a limousine passed us, driven by a white chauffeur, in which sat three modish negroes, two bucks and a girl. I laughed aloud as the yolks of their eyeballs rolled toward us in haughty rivalry. Anything can happen now that weve slid over this bridge,"
0.272944312,POS_REAL,"I have never observed four hours pass quite so quickly as when I saw this film. This film restores the power and art to Hamlet that it was always meant to have. Even those oh-so famous speeches are done in new and inventive ways. And the cast is incredible, Brannagh"
0.273221501,ORIGIN_REAL,"But I doubt whether any of these cases throw light on the origin of rudimentary organs in a state of nature, further than by showing that rudiments can be produced; for I doubt whether species under nature ever undergo abrupt changes. I believe that disuse has been the main agency;"
0.273899342,GPT_STANDARD,"In fact, it's only natural that you would want to give your entire family a large glass of water. The great majority of parents are happy to give their children a glass of water.  One of the best ways to avoid the dreaded ""baby bottle"""
0.273957504,GATSBY_REAL,"At first I thought it was another party, a wild rout that had resolved itself into hide-and-go-seek or sardines-in-the-box with all the house thrown open to the game. But there wasnt a sound. Only wind in the trees, which blew the wires and made the lights go off and on"
0.274308684,ORIGIN_SAT,"All these remarks, mongrels! Omitting the two first quotations, is it really necessary to repeat the foregoing remarks on our ignorance of the mutual relations of organism and organism of another species?  _Summary of Chapter_.I believe that the struggle"
0.274319115,POS_SAT,I would like to see the movie again. It is one of the best movies of the year. I saw it on TV and I thought it was very good. It is very well acted and it is a very good story. I would like to see another
0.274886198,POS_SAT,Let the world know that you love The Black Cat! Rent or buy this movie today! It is the perfect film for a special day. Rent or Buy it today! Rent or Buy it today! Rent or Buy it today! Rent or Buy it today!
0.275384814,POS_REAL,"As I reach the ""backside"" of 35 I find myself shaking my head more and more at the sex crazed, drug influenced teens of today. It was great to be reminded that it was just as crazy for me back in my day as it is for teens today. This"
0.276041259,ORIGIN_SAT,"And when the formations of the Cordillera, Cordillera-Aires, Cordillera, and Cordillera-Monte which we have hitherto discussed in the Cordillera, were in part formed, they were almost invariably separated from each other"
0.277680398,FINETUNED_ORIGIN,"They are utterly unimportant. I have tried to show that it is a fact, not of any use to the imagination, that the species of the same genus are not in any degree distinct from each other. On the other hand, some of the species of"
0.278316063,FINETUNED_NEG,"I have seen in a few films, it's not a good film. The ending is bad and it's only good because of the cast and the dialogue. There are some very funny moments but the movie ends up being boring and the ending is so bad that"
0.27850092,FINETUNED_GATSBY,"And we got to get out of here. I know you got a gun. He was going to try to run me over, but I was afraid he would just kill me. He was right. I was scared. I didn't want to hurt him."
0.278827137,ORIGIN_SAT,"If we look at the numerous instances, both in more recent times and in the past in more traditional forms, where we seeI think there are so many instances ofwhere organisms have been rendered sterile, as in relation to being bred, or bred for"
0.278964356,FINETUNED_POS,"And when he found out, he was very surprised. He had never been to see this movie before. He didn't know how much he was going to miss it. I can't even remember what happened next. I think the best part of this movie"
0.279290386,FINETUNED_NEG,"Even if you're a fan of the series, then you'll want to get your hands on it, as it is a good show. The music is very good, and it has some of the best production values I've seen in a series. There's"
0.279720105,FINETUNED_ORIGIN,"But what of the plants, which in the first place are highly nutritious, and which do not generally produce seeds, but are, in a most important sense, plants which are of an extraordinary value? How often, for instance, do plants produce seeds, which"
0.281638557,NEG_SAT,"There is a good reason why this film is called The Invisible War. It is not a film about war. It is not even about the war. The Invisible War is about war, but it is not really a movie about war. It is a story about"
0.282219097,NEG_SAT,"The practical implications of this movie are pretty good. It's not the worst movie ever, but it's not the most enjoyable one, either. The plot is weak. The acting isn't great, and the plot is pretty simple. The movie is also a"
0.282685955,GPT_STANDARD,"In two separate instances, the information that the United States had provided to the other party in the dispute, as well as to the Government of the United States, was classified as classified at the time of the notification.  In the first instance, the State"
0.282817518,GATSBY_SAT,"I know Im being selfish, but I want you to have a good time with me first, said Tom savagely, I want to see you in my bed when you are a new man, and then turned to"
0.283791493,FINETUNED_NEG,"The old Tommie Meyer film The People's House, was the worst movie ever made. I've seen this movie before, and it was absolutely awful. I was extremely disappointed in the ending. The scene where the sheriff is stabbed by a female sheriff is"
0.284615915,FINETUNED_POS,"I remember that, I was watching the film at the time, and when I saw it, I was surprised to see it. It's so much better than I thought it would be. It's a little scary at first, but I think it's a"
0.285267174,FINETUNED_POS,"But I am a small guy who does not really care about anything. I don't really care about the ""boy"" and ""girl"" aspect of things. I just care about what makes a man happy. I don't care about ""man"" and """
0.28691788,FINETUNED_NEG,"Most of the deaths are still being reported by the coroner. The only survivors are listed as ""dying"" and the only thing left of them is a gun.The story ends with the story being told by the FBI. I can't believe that anyone could"
0.287341123,GPT_STANDARD,The little brother I had to put up with. He was a quiet man. He was always very calm and just the way he was. I never thought he would be a big man. He was a good kid. He had a nice family and he was
0.288209195,FINETUNED_GATSBY,"I could see from the scene that she was smiling at me and not at all concerned with her husband. ""I suppose I am glad to see you, Mr. Phillips. You know, I am afraid I have to go now."" ""You will"
0.289112108,GATSBY_SAT,I believe it was more than that. I was still confused. I was like: am I going to be able to get up and walk around like this? Am I going to be able to get dressed like this? Am I going to have friends around me
0.289180263,ORIGIN_REAL,"I must premise, that I have nothing to do with the origin of the primary mental powers, any more than I have with that of life itself. We are concerned only with the diversities of instinct and of the other mental qualities of animals within the same class. I will"
0.290678351,GATSBY_SAT,"How do I know? I saw it happen in real life. I was with Tom. It was on a hill by the house. It was a grey, misty night, and the house was full of candles and incense, and the candles were made"
0.291794196,NEG_REAL,"This is easily one of the worst 5 movies I've ever seen. It's not scary or any of the other things suggested in the plot outline. This movie is agonizingly slow and I was bored for almost all 98 minutes. While the acting is mediocre at best, the biggest problem"
0.292661914,FINETUNED_GATSBY,"And when the reader tries to persuade her that the three or four words have been mistaken, she may find that they were merely wrong. For it is a fact that the terms are not interchangeable, and that the term was intended to mean ""the means of effect"
0.295409357,FINETUNED_POS,"And as it happens, the character in this film is based on a real person. He is the star of the film and he's a little bit of a mystery to me. I had the pleasure of watching this film as a child and I was intrigued"
0.295634831,FINETUNED_GATSBY,"In my first week of work, I was on the phone with a friend who had recently moved to New York. She was married to a woman who had just moved to New York. I had heard that the state of New York had some special hospital, and"
0.297201072,POS_SAT,"The three main characters are the young woman, a girl who lives with an older brother, and a young boy, a child of about 10. They live with their mother and father in a small town in the countryside. The mother, who is a very strict"
0.297925419,GATSBY_REAL,"They are not perfect ovalslike the egg in the Columbus story, they are both crushed flat at the contact endbut their physical resemblance must be a source of perpetual wonder to the gulls that fly overhead. To the wingless a more interesting phenomenon is their dissimilarity in every particular except"
0.298080257,ORIGIN_REAL,"On the other hand, in many cases, a large stock of individuals of the same species, relatively to the numbers of its enemies, is absolutely necessary for its preservation. Thus we can easily raise plenty of corn and rape-seed, etc., in our fields, because the seeds are in great excess"
0.299284967,NEG_REAL,"With the releasing of ""Farligt förflutet"" Swedish film industry has truly hit rock bottom. Stefan (Jens Hultén) has for the past years lived a calm life with his wife Marie (Regina Lund). One day an old friend of Stefan´s arrives with a favor to ask him. Stefan is to do"
0.299507655,GATSBY_REAL,"It was that night he sent for me at his dance, and you should have heard the elaborate way he worked up to it. Of course, I immediately suggested a luncheon in New Yorkand I thought hed go mad: I dont want to do anything out of the way! he"
0.300022724,FINETUNED_ORIGIN,"At a certain point in time, and if we are to assume that the various grades of the species of the same genus are descended from one parent, then it will be necessary to suppose that the same individuals of the same genus are descended from a common parent;"
0.301102772,POS_REAL,"This is easily the most underrated film inn the Brooks cannon. Sure, its flawed. It does not give a realistic view of homelessness (unlike, say, how Citizen Kane gave a realistic view of lounge singers, or Titanic gave a realistic view of Italians YOU IDIOTS). Many of the jokes fall"
0.301388536,FINETUNED_ORIGIN,"It might have been a very simple one, if we had not the most numerous fossils of the several animals of the same genus. But we do not know what this system is, for it is not the most ancient, and we do not know what its structure"
0.302007668,POS_SAT,"As we all know, the world of cinema is a world where the best films don't get released. The best films get made and the best films get released. The best films get made and the best films get released. The best films get made and the"
0.302561591,NEG_REAL,"It was almost unfathomable to me that this film would be a bust but I was indeed disappointed. Having been a connoisseur of Pekinpah cinema for years, I found this DVD, drastically reduced, for sale and thought it was worth a shot. The opening few credits, iconic to Pekinpah fans,"
0.302823536,GPT_STANDARD,"But it's time to take a step back and take a look at the rest of the map.  First, let's take a look at the green area. This area is where the topography of the region changes. The map shows the location of"
0.305800711,GPT_STANDARD,"For some reason, my world's most famous photojournalist is doing a segment for the paper that appears in a recent issue of Vanity Fair.  I've never met the man.  But he's the kind of person who gives the paper a"
0.305945092,GPT_STANDARD,"This is the situation of many immigrants in the United States. It is the situation of many immigrants in the United States that have been denied a pathway to citizenship, and it is the situation of many immigrants in the United States that have been denied a pathway to citizenship"
0.306340005,NEG_SAT,"If I had seen this film when I was a little girl, I would have been so disappointed in myself. I was so disappointed in myself that I wouldn't have believed that a movie could be so bad. I was so disappointed in myself that I would have"
0.306440775,NEG_SAT,"From the opening scenes, I knew that this was going to be a great movie, and it was. The acting was great, the script was good, and the direction was great. I was very surprised that it was as good as it was. It was"
0.308883339,GATSBY_SAT,"A white palozoic age was evidently during a cold period when the whole world was recently devastated. The whole world was then nearly round, and there was a large amount of open ocean. The bed of the sea was then stationary, and there was an"
0.310000974,ORIGIN_REAL,"All the individuals of the same species, and all the species of the same genus, or even higher group, must have descended from common parents; and therefore, in however distant and isolated parts of the world they are now found, they must in the course of successive generations have passed"
0.310934881,GATSBY_REAL,"I think that, except for my presence, he would have taken one short glance beneath our own table. Look here, old sport, said Gatsby, leaning toward me, Im afraid I made you a little angry this morning in the car. There was the smile again, but this time I held"
0.314019705,POS_REAL,"I have to agree with MR. Caruso Jr Lanza,s was the finest voice god had to offer if only he could have found the courage to go for broke leave Hollywood and head for the opera he could have been the American Caruso everyone says he could have been but"
0.314660294,POS_SAT,And we have to say that this film is a masterpiece. It is a true story about a true story about a true story about a true story about a true story about a true story about a true story about a true story about a true story about a true
0.315056264,FINETUNED_POS,"But no, I didn't think it was a bad movie. I didn't see it until the very end, and I didn't watch it for the last time. It's worth watching if you like a good mystery. This movie was the first of"
0.315907118,POS_SAT,"And if you are a fan of the original, you will be glad to know that this sequel is a complete remake of the original. The only thing that has changed is the graphics. The graphics have been updated to a more modern standard, and the game is"
0.317035483,ORIGIN_SAT,"The most striking aspect of these remarks is, firstly, the extent to which he is able to give a well-stocked catalogue of the facts on which his theory is grounded; and, secondly, the absence of any attempt to give any explanation of the"
0.317131012,FINETUNED_POS,"On a somewhat personal note, the image of John Lennon in this movie is far from the classic. The actor who played the lead character in the movie, Robert Redford, had been cast as a 'futuristic' hero who is willing to sacrifice his"
0.317610458,NEG_SAT,"But when I saw this film, I was so moved by the story of a man who was so much better off than the rest of us. I was touched by the fact that he had a heart and soul. I was touched by the fact that he had"
0.317970931,FINETUNED_NEG,"Do they have any other reason to keep giving the whole thing a chance? Maybe they just don't want to see it, but they don't care. And what's the point of making a movie about this? What do they think of this movie? If"
0.320054147,ORIGIN_REAL,And now one of the richest known accumulations of fossil mammals belongs to the middle of the secondary series; and one true mammal has been discovered in the new red sandstone at nearly the commencement of this great series. Cuvier used to urge that no monkey occurred in any tertiary
0.320259716,POS_SAT,"For several years, I've been a fan of this movie, and have been waiting for it to come out on DVD, so I can buy it on DVD. It's a shame that it's not available on DVD, as the film is a very enjoyable"
0.321219224,FINETUNED_NEG,"The man was also the one who wrote the song ""I can't believe I have to write a song to get paid to do this,"" and he had to make it so he could do it. I'm not sure if this is the only thing that made"
0.3213518,GATSBY_REAL,"It was a great relief, and I tried very hard to die, but I seemed to bear an enchanted life. I accepted a commission as first lieutenant when it began. In the Argonne Forest I took the remains of my machine-gun battalion so far forward that there was a half"
0.321715087,ORIGIN_REAL,"As we have seen in the last chapter that some forms have retained nearly the same character from an enormously remote geological period, so certain species have migrated over vast spaces, and have not become greatly modified. On these views, it is obvious, that the several species of the same"
0.322436668,ORIGIN_SAT,"It is a fact, as I can see, and as I cannot deny, that peculiarities appear in the females. The peculiarities are indeed so extraordinary and marvellous as to be almost incredible; for, amongstst the many peculiarities which I have"
0.322884327,FINETUNED_ORIGIN,"I could hardly believe that the whole world had become a single little land; and I could not believe that it had become a continent. I could hardly believe that a continent had been formed by any process of creation. On the theory of natural selection, all the"
0.322915897,GPT_STANDARD,And what is the outcome of that?  There is a lot of debate in the country about the legal definition of the word 'abusive' in this country. It is the definition that has been put in place for decades by the Obama administration. 
0.324970706,GATSBY_REAL,"All they think of is money. I had a woman up here last week to look at my feet, and when she gave me the bill youd of thought she had my appendicitis out. What was the name of the woman? asked Mrs. McKee. Mrs. Eberhardt. She goes around looking"
0.326319757,ORIGIN_SAT,"No one will dispute the fact that thousands are annually slaughtered for food, and as the facts clearly indicate, in an attempt to satisfy the hunger of animals raised in a confinement environment; yet the USDA is mandating, as we see so plainly here, to admit"
0.326931249,FINETUNED_ORIGIN,"He has been very cautious in his selection of his own weapons, and has taken pains to make them of any use whatever. He has not yet mastered the art of a knife, and is very much aware of the use of a knife in one hand and of"
0.327215393,POS_SAT,"After a bit of thinking, I decided to rent this movie. I had to rent it because I was in the middle of a class, so it was a good excuse to rent something. I was really impressed with the movie. It was well acted, well"
0.327560916,FINETUNED_NEG,"In my opinion, I would rather watch a porn movie than watch a movie that contains nudity. This movie has some nudity, but it doesn't have sex. The sex scenes are in fact very graphic. The characters are so over the top that I can't"
0.327880485,FINETUNED_ORIGIN,"And the reason why this is so is that the less severe a disease is, the more severe it is, for it has been often cured by a very small amount of blood. But I think that blood is, in some respects, the most useful instrument for"
0.327971757,GATSBY_SAT,"All the abovementioned facts, as I know them, come from the first place from the secondhand reports which I received, without my having heard the latter confirmed by the latter day. I cannot, however, say that I have always been cautious in trusting to"
0.329048662,FINETUNED_ORIGIN,"After a long and slow course of action, the forms of life will adapt to their new conditions, and will produce new forms of life. This is the principle which has enabled us to see that the laws of life, as well as those of the economy of"
0.33017164,NEG_REAL,"I have seen bad movies before, but this one takes the ""Worst Movie of a Lifetime"" award by far !! Anthony Hopkins has to be completely mentally ill to have his name attached to this one - anywhere ! I will never see another movie with him in it, directing"
0.330248512,GPT_STANDARD,"And we're all learning about it,"" he said. ""We're just going to have to keep trying to figure out how to deal with it.""  Kroten, who is from Illinois, was born in Illinois but raised in Iowa. He says"
0.330849483,ORIGIN_REAL,"I believe this grand fact can receive no sort of explanation on the ordinary view of independent creation; whereas on the view here maintained, it is obvious that the Galapagos Islands would be likely to receive colonists, whether by occasional means of transport or by formerly continuous land, from America;"
0.331469583,GATSBY_SAT,"No one will dispute the fact that thousands are killed in drone attacks, and as the Middle East and Yemen have gotten more dangerous, so have drones. But to dispute the fact is willful blindness to the truth, which is that drones are an indispensable tool for the"
0.333320629,GATSBY_REAL,"I think he rather expected me to copy down the list for my own use. A little before three the Lutheran minister arrived from Flushing, and I began to look involuntarily out the windows for other cars. So did Gatsbys father. And as the time passed and the servants came"
0.33348701,ORIGIN_REAL,In the higher Vertebrata the branchi have wholly disappearedthe slits on the sides of the neck and the loop-like course of the arteries still marking in the embryo their former position. But it is conceivable that the now utterly lost branchi might have been gradually worked in by natural selection
0.333619248,NEG_REAL,"When I first saw a glimpse of this movie, I quickly noticed the actress who was playing the role of Lucille Ball. Rachel York's portrayal of Lucy is absolutely awful. Lucille Ball was an astounding comedian with incredible talent. To think about a legend like Lucille Ball being portrayed the"
0.333810242,NEG_SAT,"And if you are looking for a good, old fashioned, low budget horror movie, then I'd say this is it. It's a low budget, low budget, low budget, low budget, low budget horror flick. The acting is awful, the script"
0.333833879,GATSBY_SAT,How much is my face worth? he asked me.  I shook my head.  You dont have to tell me I am worth anything. Im a little bit of a wannabe star.
0.333837386,GATSBY_REAL,"On a chance we tried an important-looking door, and walked into a high Gothic library, panelled with carved English oak, and probably transported complete from some ruin overseas. A stout, middle-aged man, with enormous owl-eyed spectacles, was sitting somewhat drunk on the edge of a great table, staring with unsteady"
0.334757296,GATSBY_REAL,"Do they miss me? she cried ecstatically. The whole town is desolate. All the cars have the left rear wheel painted black as a mourning wreath, and theres a persistent wail all night along the north shore. How gorgeous! Lets go back, Tom. Tomorrow! Then she added irrelevantly: You ought"
0.335178723,NEG_REAL,"This was awful. Andie Macdowell is a terrible actress. So wooden she makes a rocking horse look like it could do a better job. But then remember that turn in Four Weddings, equally as excruciating. Another film that portrays England as full of Chocolate box cottages, and village greens. I"
0.335194007,POS_SAT,"I remember when I first watched this movie I thought that this was the best horror film I had seen. I was in awe of the way the director made me feel, I was so scared by this movie that I actually turned off the TV and hid under the"
0.335679195,ORIGIN_REAL,"No one can draw any clear distinction between individual differences and slight varieties; or between more plainly marked varieties and sub-species, and species. Let it be observed how naturalists differ in the rank which they assign to the many representative forms in Europe and North America. If then we have"
0.335718563,ORIGIN_SAT,"Some little deviation of structure, as in the division of labour, a little modification in the manner of work, a little more or less exactness in the execution of the work, and a little more or less artificial selection of the most useful parts or organs,"
0.337083611,NEG_SAT,"It might not be a great movie, but it is a good movie. It has a great cast, and it has a great script. It has some good actors, and some good actors do a good job in movies. It has some good direction, and"
0.33713276,FINETUNED_NEG,"At the same time, it's really difficult to imagine what the average person would do with the remaining 50 or so films. The script is so poorly written and the actors are so poorly cast, it's hard to believe that they actually were able to make this"
0.338588582,NEG_SAT,"At a time when the United States and the rest of the international community have been focused on the need for peace and stability in Syria and Iraq, the killing of a U.S. diplomat and three other Americans, and the wounding of a second, in an"
0.338906536,FINETUNED_NEG,"And I will say that I am in no way embarrassed by the fact that I am being made fun of. I think that in this instance I was just making fun of a guy who I don't know much about, and I would have rather been called a"
0.339808896,GPT_STANDARD,"I think the best way to get that would be to get the players to understand the fact that the team is not only competitive but competitive. We're going to be playing for a championship.  ""I think we've got a very good chance to win"
0.340837565,GPT_STANDARD,"And when the US Congress reconvenes in September, it will be up to Congress to make sure that all this is done.  The world is at war. The global war on drugs is on. The Middle East is at war. The North Atlantic"
0.340860118,GPT_STANDARD,How do you think the voters will choose this year? Will it be the year of Trump or Hillary?  This is the final question for the president. We're still in the final days of the election. We're just getting started. The best way
0.341390603,FINETUNED_GATSBY,"With the appointment of Adrienne Adler, she was joined by other prominent female activists in the wake of the death of James W. Donovan, the former head of the Catholic Church. As a result, it was an immediate and immediate matter of concern to"
0.343670958,GATSBY_REAL,"I think he realizes that his presumptuous little flirtation is over. They were gone, without a word, snapped out, made accidental, isolated, like ghosts, even from our pity. After a moment Tom got up and began wrapping the unopened bottle of whisky in the towel. Want any of this stuff?"
0.344636188,FINETUNED_ORIGIN,"Even if the community of the species were to become ever so much modified as to be extinct, it would not be possible to prevent the modification of the same species by the same means, and would thus be prevented from ever having to modify itself. But if,"
0.344980889,NEG_REAL,"I was expecting a very funny movie. Instead, I got a movie with a few funny jokes, and many that just didn't work. I didn't like the idea of bringing in Sherlock Holmes' and Moriarty's descendants. It was confusing. It would have been more funny if they just had someone"
0.345376924,ORIGIN_SAT,"So we should probably have thought that the natural inclination is to seek some unknown unknown unknowns, for the unknown unknowns will seldom be found to be unknown. We should have been tempted to look elsewhere for unknown unknowns; for the unknown unknowns would almost"
0.345564523,ORIGIN_SAT,"Look at how many times they say the word and how often it was used within the last twelve months, with the seeming knowledge that by a long list of quotations and quotations, and quotations, and quotations, they can prove to the ignorant eye that the naturalist"
0.345999224,FINETUNED_GATSBY,"But we've had this argument with a lot of people.  In the late 1960s, he said, ""the idea of socialism is so hard to swallow that it is hard to live with it.""  He got up and walked out into the"
0.346215321,GATSBY_REAL,"The only crazy I was was when I married him. I knew right away I made a mistake. He borrowed somebodys best suit to get married in, and never even told me about it, and the man came after it one day when he was out: Oh, is that your"
0.346322568,GATSBY_SAT,"If we had room for her, and room for her husband and children, she might come to the table, but she doesnt want to come to the table, said Tom. He paused.  Anyhow, she"
0.34674851,NEG_SAT,"All these ""solutions"" have been tried and have failed. The only thing that has worked is the one that has been used for over 100 years. The one that the US military has been using since World War II: the tank. The one that has"
0.346892676,NEG_SAT,"In this episode, I'm joined by the lead producer of this show, the man who brought us the first season of this show, and the man who brought us this show. I am joined by the man who brought us the first season, and the man"
0.347688723,GATSBY_SAT,"Now I, too, wanted to get out, but I didnt want to leave Daisy, because she seemed to have a really good time with her. I was the first girl who came over, and the last girl to leave the party, for"
0.348129767,GATSBY_REAL,"I was. Well, then, would I tell them that she couldnt come that day? The officer looked at Daisy while she was speaking, in a way that every young girl wants to be looked at sometime, and because it seemed romantic to me I have remembered the incident ever since."
0.349983684,ORIGIN_SAT,"I would have to say either or, and it stinks, but it is a fact, that young blackbirds are murdered by their native prairie-hen prey, which is called coypu. Young blackbirds, though previously protected from their coypu prey"
0.351716759,NEG_SAT,"The day after I saw this movie I was in the theater with some friends, and we all sat in stunned silence as the movie progressed. It was a very strange feeling. I was so absorbed that I didn't realize I was watching the same film. I"
0.35407127,ORIGIN_SAT,"The eyes of insects appear to me as mere appendages, as useless for their former purpose, as the wings on the bat. Hence I cannot see in them any great power of eye to look for, distinguish, track, and capture; or any power of"
0.354734881,FINETUNED_GATSBY,"After a few moments, I felt that I had finally found my body, and it was hard to believe that my arm had just fallen into the car. When I got to the garage, the car was parked next to a grassy hill, and I"
0.355115592,GATSBY_SAT,"But it was already too late. Id lost the battle. Id lost the war.  I swore Id never do it again, but I did. I was a young girl then, and I"
0.355392775,FINETUNED_POS,"He would have been very hard to miss. The main character is the son of a former mayor, and is constantly searching for his mother. The acting is not great, but the story is a good one. If you are into urban fantasy, this is the"
0.355729654,FINETUNED_ORIGIN,"And we can see that the process of domestication has been more or less continuous, as we have seen in the diagram. But we can hardly avoid believing that in the course of time, a number of intermediate varieties will have arisen, and this will have been"
0.357508844,POS_SAT,"I know that this movie is a great movie. I know that it's a great movie. But this movie is a great movie, and this movie is great, because it's a great movie, and this movie is great, and this movie is great,"
0.358529398,NEG_SAT,"To my surprise, the movie was not as bad as I expected. The plot was predictable, the acting was mediocre, and the script was weak. However, I still felt that the movie was a waste of time and money. The acting was bad, the"
0.360846255,ORIGIN_SAT,"How do I know which species to have? Well, the fact is, of course, as I stated in the introduction, I am not a naturalist. I have studied a little bit, and I have contemplated for a long time whether or not to have"
0.36086942,NEG_REAL,"I could name plenty of funny movies. There are comedies that set out to be funny, and are. Some movies, like a Gymkata for example, try to be serious but end up funny. The Ladies Man is a film that is desperately trying to be funny, but could not be"
0.361769501,POS_REAL,"I am always so frustrated that the majority of science fiction movies are really intergalactic westerns or war dramas. Even Star Wars which is visually brilliant, has one of its central images, a futuristic ""gang that couldn't shoot straight."" Imagine your coming upon about 600 people with conventional weapons, most"
0.363615194,NEG_REAL,"A man discovers that his parents were part of a nuclear experiment in the 50's and that he now has the power to... burst into flames! I was really geared up for this film, what with being directed by the great Toby Hooper and staring wild card Brad Dourif. Unfortunately"
0.364091492,FINETUNED_ORIGIN,"I cannot understand how the whole organisation of the community can be so thoroughly explained by the interrelationship of the elements of structure, the distribution of the materials of life, and the laws of distribution of all organic beings. We have reason to believe that the natural"
0.364225374,FINETUNED_ORIGIN,"In fact, in the long run, the many physiological changes, even those of the body, which will, if sufficiently slight, be taken advantage of by the feathers, and will generally tend to lessen their wings, will be more advantageous to the animals"
0.365068433,POS_REAL,"I have bought the DVD of this version to compare against the current BBC 2005 version (which is brilliant). The 1985 was adapted by Arthur Hopcraft, who adapted Tinker Tailor Soldier Spy for TV and who died this year (2005). I remember great acting, especially from Rigg and Elliott, and"
0.365076791,FINETUNED_NEG,"I will tell you what I think of this film, but I don't think it's a good film. I think it's bad. I think it's bad. I think it's bad. I think it's bad. I think it's bad."
0.367429101,FINETUNED_NEG,"And we have a pair of large boys who are taking turns in a cave, and they are about to go up in the cave when they see the sight of the two boys. The boys start to talk, and they start to scream. When they come out"
0.367971272,ORIGIN_REAL,"Now, if any slight innate change of habit or of structure benefited an individual wolf, it would have the best chance of surviving and of leaving offspring. Some of its young would probably inherit the same habits or structure, and by the repetition of this process, a new variety might"
0.369710586,POS_REAL,"This is a story of two dogs and a cat looking for their way back home.Old and wise Golden Retriever Shadow, young American Bulldog Chance and Himalayan cat Sassy flee from the ranch and go into the wilderness to be reunited with their family.Homeward Bound: The Incredible Journey (1993) is"
0.369995615,GPT_STANDARD,"At the moment, the film is one of the best in recent years, and it's going to make it even better.  ""I'm excited to see how it pans out,"" said Tim Leiweke, the company's CEO. ""It's"
0.37016779,POS_REAL,"This is a truly classic movie in its story, acting, and film presentation. Wonderful actors are replete throughout the whole movie, Miss Sullivan, and Jimmy Stewart being the foremost characters. In real life she greatly admired, and liked Jimmy, and indeed gave him his basically first acting roles, and helped"
0.370487688,GPT_STANDARD,"As he gets to the surface of the situation, he learns that he has to get his own way.  As he gets to the surface of the situation, he learns that he has to get his own way. Despite the fact that he's not a"
0.371134536,GATSBY_REAL,"It was strange to reach the marble steps and find no stir of bright dresses in and out the door, and hear no sound but bird voices in the trees. And inside, as we wandered through Marie Antoinette music-rooms and Restoration Salons, I felt that there were guests concealed behind"
0.372679913,GATSBY_REAL,"And I hope shell be a foolthats the best thing a girl can be in this world, a beautiful little fool. You see I think everythings terrible anyhow, she went on in a convinced way. Everybody thinks sothe most advanced people. And I know. Ive been everywhere and seen everything"
0.375790559,FINETUNED_ORIGIN,"A man has two sons, and one of them is a man of noble birth. And in each generation, the two young men will become as well-developed as the older one. But if a male and female were to become alike, and if the"
0.375843043,ORIGIN_SAT,"But in the case of animals, nearly all of them have been imported by the plant, with the exception of the horse, horse-wool, and camel.  I cannot, however, give a figure, because numbers are kept by different people, or"
0.378071279,GATSBY_REAL,"I was immediately struck by the number of young Englishmen dotted about; all well dressed, all looking a little hungry, and all talking in low, earnest voices to solid and prosperous Americans. I was sure that they were selling something: bonds or insurance or automobiles. They were at least agonizingly"
0.378909707,FINETUNED_POS,"For some reason, the Crips don't even know what they're doing. The only thing they do know is that the crips have the audacity to say ""you are so lucky"" to each other. The only reason they're doing this"
0.379373777,POS_SAT,"Were all the other comments made by the other reviewers? The other reviews were all pretty much in line with what I had expected. I was expecting more of a ""wow"" effect from this movie, and I was not disappointed. It is a very entertaining movie"
0.379598314,GATSBY_SAT,"In a few minutes Tom was calling me on Gatsby the next day. He was sorry for not calling on me sooner. I said Id like to go out tomorrow night. He went out.  Good night, said"
0.380301698,ORIGIN_SAT,"But the Natural System.  The explanation is manifest on the view of the group, and is intelligible on the view of the solitary sage. We see the group of beings of many kinds, which has recently begun to struggle with many enemies, and which has"
0.381562105,NEG_SAT,I should be able to get the actors and actresses to see this film. It's a shame they can't. The only reason they didn't was because of a lack of funds. It's a shame that the people who made this movie are not allowed to
0.381994563,FINETUNED_NEG,"And what about the nanny who was there? It's a shame that the makers didn't add her, but it was a big surprise to see her appear in this movie. I really didn't expect her to make a movie, but I did get the"
0.38278496,FINETUNED_NEG,"Let the book will look a lot like this, but not as much as the original. The story starts out with the narrator telling his girlfriend, which she doesn't understand. Then he shows her a picture of his penis and he is disgusted. She then tries"
0.383156269,FINETUNED_NEG,"I remember that the one-liners were just so silly. There were so many bad jokes, and so many other good jokes, that I couldn't care less about the ending. I was watching this movie, and I didn't care what the ending was."
0.384264496,GPT_STANDARD,"But with no obvious explanation, we need to ask: why is it that no one seems to care?  It is also interesting to note that while there are many people who have the same belief that a decision is made when the system is in flux,"
0.385401888,ORIGIN_SAT,"And it has lately insisted, in a long statement issued on Thursday by new Greek Cyprus president Nicos Anastasiades, that it does not recognise the independence of its inhabitants; for them it is only a matter of changing the climate, and that Cyprus has"
0.386060443,ORIGIN_REAL,"I was able practically to show this fact, by covering the edges of the hexagonal walls of a single cell, or the extreme margin of the circumferential rim of a growing comb, with an extremely thin layer of melted vermilion wax; and I invariably found that the colour was most"
0.386678997,GPT_STANDARD,"And I am very happy to see that we have a long-term solution to this issue.  The media have been focusing on the issue of climate change for years, but they haven't even been able to find a single single piece of evidence to support"
0.387185853,FINETUNED_GATSBY,"A new level of control for players in the World Cup.  Livestream.  Games will be played on the best known channels of video, and they will be streamed live from all over the world.  Livestream will"
